timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1736279139495,161,get_characters,200,OK,Thread Group 1-74,text,true,,140040,159,84,84,http://localhost:3001/characters,161,0,26
1736279139526,133,put_character,200,OK,Thread Group 1-82,text,true,,265,221,83,83,http://localhost:3001/character/41,133,0,0
1736279139508,152,get_character/id,200,OK,Thread Group 1-96,text,true,,265,161,83,83,http://localhost:3001/character/85,152,0,0
1736279139644,18,put_character,200,OK,Thread Group 1-90,text,true,,265,221,83,83,http://localhost:3001/character/57,18,0,0
1736279139651,12,put_character,200,OK,Thread Group 1-13,text,true,,265,221,83,83,http://localhost:3001/character/19,12,0,0
1736279139640,24,delete_character,200,OK,Thread Group 1-81,text,true,,249,183,83,83,http://localhost:3001/character/56,24,0,0
1736279139498,169,put_character,200,OK,Thread Group 1-17,text,true,,265,221,81,81,http://localhost:3001/character/32,169,0,0
1736279139657,12,get_character/id,200,OK,Thread Group 1-74,text,true,,265,161,81,81,http://localhost:3001/character/17,12,0,0
1736279139513,159,put_character,200,OK,Thread Group 1-45,text,true,,265,221,81,81,http://localhost:3001/character/84,159,0,0
1736279139659,16,delete_character,200,OK,Thread Group 1-82,text,true,,249,183,81,81,http://localhost:3001/character/32,16,0,0
1736279139504,171,delete_character,200,OK,Thread Group 1-66,text,true,,249,182,80,80,http://localhost:3001/character/5,171,0,0
1736279139494,183,delete_character,200,OK,Thread Group 1-15,text,true,,249,183,80,80,http://localhost:3001/character/13,183,0,0
1736279139662,19,delete_character,200,OK,Thread Group 1-90,text,true,,249,183,80,80,http://localhost:3001/character/32,19,0,0
1736279139649,33,delete_character,200,OK,Thread Group 1-32,text,true,,249,183,80,80,http://localhost:3001/character/16,33,0,0
1736279139653,31,delete_character,200,OK,Thread Group 1-79,text,true,,249,183,79,79,http://localhost:3001/character/58,31,0,0
1736279139488,197,put_character,200,OK,Thread Group 1-37,text,true,,265,221,78,78,http://localhost:3001/character/84,197,0,0
1736279139502,185,delete_character,200,OK,Thread Group 1-30,text,true,,249,183,78,78,http://localhost:3001/character/16,185,0,0
1736279139490,198,post_character,200,OK,Thread Group 1-93,text,true,,265,221,78,78,http://localhost:3001/character,198,0,0
1736279139481,212,get_character/id,200,OK,Thread Group 1-95,text,true,,265,161,78,78,http://localhost:3001/character/32,212,0,0
1736279139472,224,get_characters,200,OK,Thread Group 1-78,text,true,,139978,159,78,78,http://localhost:3001/characters,224,0,4
1736279139493,205,put_character,200,OK,Thread Group 1-88,text,true,,265,221,77,77,http://localhost:3001/character/34,205,0,0
1736279139660,42,post_character,200,OK,Thread Group 1-96,text,true,,265,221,76,76,http://localhost:3001/character,42,0,0
1736279139666,38,delete_character,200,OK,Thread Group 1-13,text,true,,249,183,76,76,http://localhost:3001/character/32,38,0,0
1736279139667,39,delete_character,200,OK,Thread Group 1-17,text,true,,249,183,76,76,http://localhost:3001/character/14,39,0,0
1736279139678,37,get_character/id,200,OK,Thread Group 1-47,text,true,,265,161,71,71,http://localhost:3001/character/34,37,0,0
